affix,word,sense,meaning,Affix,Source Word,Source Word Count,Derived Word,Derived word count,word_y
er,refresher,something,# something that refreshes.,er,refresh,2239,refresher,1608,165
er,highlighter,something,# that which highlights or emphasizes something.,er,highlight,19427,highlighter,76,165
er,introducer,something,# someone or something that [[introduce]]s.,er,introduce,27515,introducer,145,165
er,swarmer,something,"# something, such as an insect, that [[swarm]]s",er,swarm,4254,swarmer,60,165
er,sweetener,something,"# [[something|something]] [[add]]ed to [[food]] to [[sweeten]] its [[taste]], ''[[especially]]'' an [[artificial]] [[substitute]] for [[sugar]].",er,sweeten,297,sweetener,750,165
er,tamper,something,"# a [[tool]] used to [[tamp]] something down, such as [[tobacco]] in a [[pipe]].",er,tamp,138,tamper,893,165
er,thinner,something,# something that thins.,er,thin,43283,thinner,4779,165
er,torcher,something,# one who [[torch]]es something,er,torch,10859,torcher,12,165
er,toter,something,# one who [[tote]]s or carries something.,er,tote,982,toter,31,165
er,reinforcer,something,# something that [[reinforce]]s; something that [[strengthen]]s a [[behavior]].,er,reinforce,9435,reinforcer,195,165
er,squawker,something,# something that [[squawk]]s.,er,squawk,482,squawker,7,165
er,stiffener,something,"# anything added to something in order to [[stiffen]] it, such as a [[support]] beam, or [[starch]] for a collar.",er,stiffen,371,stiffener,64,165
er,hardener,something,"# a [[chemical]] [[substance]] added to something in order to [[harden]] it; used especially with [[paint]]s, [[varnish]]es and [[resin]]s.",er,harden,2736,hardener,69,165
er,rediscoverer,something,# one who [[discover]]s something [[once more]] or [[again]].,er,rediscover,777,rediscoverer,11,165
er,reciter,something,"#*: it is not primarily lack of plot, or lack of action and suspense, or imperfect realization of char­acter, or lack of anything of what is called 'theatre', that makes these plays so lifeless: it is primarily that their rhythm of speech is something that we cannot associate with any human being except a poetry '''reciter'''. ",er,recite,3151,reciter,262,165
er,greaser,something,# someone or something that [[grease]]s (applies [[grease]]).,er,grease,4115,greaser,253,165
er,guzzler,something,# somebody or something which [[guzzle]]s.,er,guzzle,36,guzzler,82,165
er,grazer,something,"#*: '''grazers''' have a lower level of involvement and view only when ""something is happening.""",er,graze,1799,grazer,745,165
er,sporter,something,# someone who [[sport]]s something,er,sport,120653,sporter,77,165
er,snoozer,something,"# {{lb|en|colloquial}} something that is [[boring]], [[uninteresting]] or [[unremarkable]]; something that would tend to inspire sleep.",er,snooze,159,snoozer,32,165
er,releaser,something,# anything that [[release]]s something.,er,release,384165,releaser,77,165
er,smeller,something,"# someone or something that [[smell]]s, that detects [[scent]]",er,smell,9254,smeller,13,165
er,smasher,something,"# something that, or someone who, [[smash]]es",er,smash,10659,smasher,536,165
er,sleeper,something,# something that [[achieve]]s [[unexpected]] [[success]] after an [[interval]] of time.,er,sleep,38446,sleeper,4668,165
er,signer,something,# one who [[sign]]s something.,er,sign,108886,signer,1383,165
er,shrinker,something,# something that makes something else [[shrink]].,er,shrink,3527,shrinker,43,165
er,shooter,something,"# someone who [[shoot]]s something; a [[gunner]], [[archer]] etc.",er,shoot,44235,shooter,16517,165
er,setter,something,"# one who [[set]]s something, especially a [[typesetter]]",er,set,693285,setter,1846,165
er,seer,something,# [[agent noun|agent noun]] of [[see]]; one who sees something; an [[eyewitness]].,er,see,408113,seer,2216,165
er,scooper,something,# something that scoops.,er,scoop,3345,scooper,57,165
er,rubber,something,# {{lb|en|countable}} someone or something which [[rub]]s.,er,rub,5579,rubber,27581,165
er,ripper,something,# something that rips (something else).,er,rip,7430,ripper,3243,165
er,reverser,something,# something which [[reverse]]s a particular action or condition.,er,reverse,37585,reverser,227,165
er,returner,something,"# one who returns something, such as defective goods.",er,return,321286,returner,1843,165
er,sticker,something,# something that [[stick]]s,er,stick,24641,sticker,3101,165
er,stickler,something,# someone who insistently advocates {{m|en|for}} something. {{defdate|from 17th c.}},er,stickle,164,stickler,412,165
er,rattler,something,# something which [[rattle]]s.,er,rattle,2339,rattler,528,165
er,pusher,something,# someone or something that [[push]]es. {{defdate|from 16th c.}},er,push,32076,pusher,2774,165
er,furtherer,something,"# one who [[further]]s something, or helps in achieving an aim.",er,further,429726,furtherer,6,165
er,gamer,something,# one who games something.,er,game,1058850,gamer,4366,165
er,goner,something,# someone (or something) [[doom]]ed; a hopeless case.,er,gone,71051,goner,115,165
er,swamper,something,# someone or something that [[swamp]]s or [[overwhelm]]s. {{defdate|from 19th c.}},er,swamp,15404,swamper,22,165
er,stringer,something,"# someone who [[thread]]s something; one who makes or provides strings, especially for [[bow]]s.",er,string,59710,stringer,2946,165
er,suspender,something,# something or someone who [[suspend]]s.,er,suspend,5120,suspender,324,165
er,utterer,something,# one who utters something.,er,utter,3689,utterer,19,165
er,voicer,something,# one who [[voice]]s something.,er,voice,160393,voicer,26,165
er,wanter,something,"# one who [[want]]s, or who wants something",er,want,109758,wanter,5,165
er,washer,something,# something that [[wash]]es; especially an [[appliance]] such as a [[washing machine]] or [[dishwasher]].,er,wash,11573,washer,1307,165
er,whetter,something,# something that [[whet]]s. agent noun of [[whet]],er,whet,185,whetter,49,165
er,winder,something,# a [[spool]] around which something is [[wound]],er,wind,94140,winder,1296,165
er,yarder,something,# {{lb|en|in combination}} something that is a stated number of [[yard]]s in some [[dimension]] - such as a ten-yarder.,er,yard,126611,yarder,963,165
er,yawner,something,"# {{lb|en|figuratively}} something [[unexciting]] or [[boring]] that induces [[yawning]], as a [[book]], [[sporting]] [[event]], or [[performance]].",er,yawn,263,yawner,12,165
er,documenter,something,# one who [[document]]s something,er,document,59680,documenter,33,165
er,yielder,something,# someone or something that [[yield]]s a crop or other product,er,yield,23891,yielder,13,165
er,tainter,something,# {{non-gloss definition|[[agent noun|agent noun]] of [[tainter]]:}} someone or something that taints.,er,taint,769,tainter,349,165
er,appearer,something,# {{lb|en|rare}} someone or something which [[appear]]s.,er,appear,156570,appearer,17,165
er,carrier,something,# a person or object that [[carry|carries]] someone or something else.,er,carry,95552,carrier,53194,165
er,clincher,something,# that which [[clinches]]; that which makes something [[final]] or [[firm]].,er,clinch,5067,clincher,257,165
er,coaster,something,"# something that [[coast]]s, such as a [[sled]] or [[toboggan]].",er,coast,283441,coaster,10770,165
er,eraser,something,# {{lb|en|us}} a thing used to [[erase]] or [[remove]] something [[write|written]] or [[draw]]n by a [[pen]] or a [[pencil]].,er,erase,2741,eraser,746,165
er,expander,something,# one who [[expand]]s; something that expands.,er,expand,44089,expander,514,165
er,extinguisher,something,# anything that [[extinguish]]es something; but especially a [[fire extinguisher]],er,extinguish,1836,extinguisher,781,165
er,basher,something,"# one who [[bash]]es something, figuratively or literally.",er,bash,4617,basher,177,165
er,discharger,something,"# someone or something that [[discharge]]s something, such as [[pollution]] or a [[firearm]]",er,discharge,20547,discharger,64,165
er,vier,something,# one who [[vie]]s for something.,er,vie,3328,vier,443,165
er,follower,something,# something that comes after another thing.,er,follow,115717,follower,7362,165
er,causer,something,# someone or something that [[cause|causes]] or produces an effect.,er,cause,166553,causer,92,165
er,immortalizer,something,# one who [[immortalize]]s something.,er,immortalize,165,immortalizer,6,165
er,stocker,something,# to [[store]] (keep (something) while not in use),er,stock,109653,stocker,597,165
er,realizer,something,"# something or someone that [[realize]]s, or that brings about [[realization]]",er,realize,19947,realizer,48,165
er,reorganizer,something,# one who [[organize]]s something [[once more]] or [[again]].,er,reorganize,2382,reorganizer,18,165
er,riser,something,# someone or something which [[rise]]s.,er,rise,108255,riser,1215,165
er,rooter,something,"# {{lb|en|us|slang}} one who roots for, or applauds, something.",er,root,44381,rooter,147,165
er,sensitizer,something,# any agent that [[sensitize]]s something.,er,sensitize,220,sensitizer,93,165
er,settler,something,"# someone who [[decide]]s something, such as a [[dispute]]",er,settle,30118,settler,10228,165
er,flapper,something,# something that [[flap#english|flaps]].,er,flap,4138,flapper,607,165
er,finisher,something,# a person who [[finish]]es or [[complete]]s something.,er,finish,114500,finisher,3398,165
er,fetcher,something,# a person or thing that [[fetch]]es something,er,fetch,3469,fetcher,37,165
er,faker,something,# one who [[fake]]s something.,er,fake,18989,faker,276,165
er,experiencer,something,# {{lb|en|linguistics}} a [[thematic relation]] where something [[undergo]]es a [[situation]] or [[sensation]] lacking a semantic [[agent]].,er,experience,184010,experiencer,122,165
er,evolver,something,# someone or something that [[evolve]]s.,er,evolve,9189,evolver,197,165
er,establisher,something,# a person who [[establish]]es something.,er,establish,88056,establisher,53,165
er,enhancer,something,# something that [[enhance]]s.,er,enhance,22450,enhancer,1015,165
er,ender,something,# something which ends another thing.,er,end,884614,ender,1427,165
er,encloser,something,"# more generally, someone or something that [[enclose]]s something.",er,enclose,1745,encloser,6,165
er,enabler,something,# one who helps something to happen.,er,enable,31424,enabler,361,165
er,dropper,something,"# one who [[drop]]s something, especially one who drops a specific item to cause mischief.",er,drop,59333,dropper,164,165
er,diminisher,something,"# one who, or that which, [[diminish]]es something.",er,diminish,3506,diminisher,27,165
er,butcher,something,"# {{lb|en|transitive}} to ruin (something), often to the point of defamation.",er,boucher,3490,butcher,10568,165
er,stuffer,something,"# something which is stuffed into an [[enclosure]], especially an [[advertising]] [[circular]] included with other [[mail]].",er,stuff,16397,stuffer,56,165
er,craver,something,# someone who [[crave]]s something,er,crave,738,craver,228,165
er,conlanger,something,"#*: the goal of a '''conlanger''', a language creator, is to realize a linguistic system that′s both unique and authentic—something that doesn't exist anywhere on earth, but which a linguist wouldn′t be surprised to find in the wild.",er,conlang,23,conlanger,5,165
er,spinner,something,# [[agent noun|agent noun]] of [[spin]]; someone or something who spins.,er,spin,46403,spinner,3914,165
er,stainer,something,# something that [[stain]]s.,er,stain,4021,stainer,372,165
er,taker,something,# one who [[take]]s something.,er,take,481905,taker,3097,165
er,thriller,something,# something that [[thrill]]s.,er,thrill,3843,thriller,23794,165
er,tracker,something,# {{lb|en|computing}} a computer program that monitors something.,er,track,338072,tracker,3388,165
er,upholder,something,# someone who [[uphold]]s something,er,uphold,4882,upholder,276,165
er,yowler,something,"# someone who, or something which [[yowl|yowls]].",er,yowl,23,yowler,15,165
er,streamliner,something,"# something with a [[streamline]]d design, especially railroad locomotives and passenger equipment.",er,streamline,2702,streamliner,396,165
er,clanker,something,# something that makes a [[clank]]ing noise.,er,clank,903,clanker,19,165
er,concealer,something,"# something that, or someone who [[conceal]]s.",er,conceal,5047,concealer,106,165
er,tweaker,something,# a person who [[tweaks]] something.,er,tweak,584,tweaker,69,165
er,maker,something,# someone who [[make]]s; a person or thing that makes or produces something.,er,make,536854,maker,28064,165
er,flatter,something,# to [[portray]] something to [[advantage]].,er,flat,85033,flatter,2154,165
er,squeezer,something,# something that [[squeeze]]s.,er,squeeze,3784,squeezer,75,165
er,reminder,something,# someone or something that [[remind]]s.,er,remind,4946,reminder,5623,165
er,jangler,something,"# someone who, or something that [[jangle]]s",er,jangle,389,jangler,6,165
er,stripper,something,"# a [[chemical]] or [[tool]] used to remove [[paint]], [[sheathing]], etc. from something.",er,strip,54652,stripper,2262,165
er,stroker,something,# something with which to [[stroke]].,er,stroke,38004,stroker,214,165
er,dinger,something,"#*: then as you're taking his picture, say something about the thirty '''dingers''' he's going to hit this season. you get that little extra smile on his face.",er,ding,4897,dinger,3090,165
er,crumpler,something,# someone or something that [[crumple]]s.,er,crumple,216,crumpler,216,165
er,buncher,something,# something that [[bunch]]es or causes to bunch.,er,bunch,9271,buncher,63,165
er,crusher,something,# someone or something that [[crush]]es.,er,crush,14084,crusher,1915,165
er,breaker,something,# something that [[break]]s.,er,break,125678,breaker,4897,165
er,brander,something,# an [[implement]] used to brand something; a [[branding iron]].,er,brand,111136,brander,351,165
er,bounder,something,# something that [[bound]]s or jumps.,er,bound,48270,bounder,83,165
er,blinder,something,# something that [[blind]]s.,er,blind,31573,blinder,325,165
er,bleeder,something,# anything that [[sap]]s a resource produced by something else.,er,bleed,3490,bleeder,113,165
er,biter,something,# [[agent noun|agent noun]] of [[bite]]; someone or something who bites.,er,bite,9544,biter,303,165
er,binder,something,"# something that is used to [[bind]] things together, often referring to the mechanism that accomplishes this for a book.",er,bind,11045,binder,2888,165
er,beginner,something,"# someone who is just [[starting]] at something, or has only recently started.",er,begynner,2,beginner,2564,165
er,beaner,something,# {{lb|en|us|slang|dated}} a [[superior]] or [[admirable]] person; something [[excellent]].,er,bean,12888,beaner,25,165
er,barker,something,# someone or something who [[bark#etymology_2|bark]]s.,er,bark,15188,barker,15119,165
er,banter,something,# {{lb|en|intransitive}} to [[play]] or do something [[amusing]].,er,bant,159,banter,1502,165
er,acter,something,"# {{lb|en|uncommon}} an [[actor]], something which [[act]]s.",er,act,437960,acter,21,165
er,desorber,something,"# something that promotes [[desorption]], especially one that separates [[oil]] and [[water]]",er,desorb,48,desorber,28,165
er,changer,something,# someone or something who changes things.,er,change,283975,changer,1331,165
er,checker,something,# one who [[check|checks]] something.,er,check,36027,checker,2238,165
er,cherisher,something,# someone who [[cherish]]es something,er,cherish,1250,cherisher,13,165
er,detailer,something,# one who gives details of something.,er,detail,37983,detailer,58,165
er,dazzler,something,# one who or that which [[dazzle]]s; something [[spectacular]].,er,dazzle,1094,dazzler,658,165
er,dayer,something,# {{lb|en|in combination}} something lasting a specified number of [[day]]s.,er,day,970028,dayer,89,165
er,involver,something,# someone or something that [[involve]]s.,er,involve,30560,involver,38,165
er,whopper,something,# something [[remarkably]] [[large]],er,whop,27,whopper,393,165
er,jerker,something,# someone or something that [[jerk]]s.,er,jerk,2675,jerker,154,165
er,planter,something,# one who plants something.,er,plant,227335,planter,3801,165
er,jiggler,something,# someone or something that [[jiggle]]s.,er,jiggle,103,jiggler,13,165
er,napper,something,# {{lb|fr|cooking}} to [[cover]] (to cover something with sauce),er,nap,1995,napper,188,165
er,massacrer,something,# {{lb|fr|figuratively}} to do something badly,er,massacre,31634,massacrer,9,165
er,meddler,something,# one who [[meddle]]s or [[interfere]]s in something not of their concern.,er,meddle,455,meddler,145,165
er,locker,something,# {{lb|en|rare}} one who [[locks]] something.,er,lock,33620,locker,7921,165
er,owner,something,# one who [[own]]s (something).,er,own,679209,owner,135192,165
er,lower,something,"# {{lb|en|transitive}} to let descend by its own weight, as something suspended; to let down",er,low,322284,lower,286247,165
er,loosener,something,# something that [[loosen]]s,er,loosen,1019,loosener,8,165
er,overnighter,something,"# something that serves overnight travel, such as a night train.",er,overnight,15945,overnighter,11,165
er,plopper,something,"#*: when dr. elizabeth martin came into my office and plopped down, i knew something was wrong. liz is not a '''plopper'''.",er,plop,252,plopper,11,165
er,payer,something,# [[pay for]] {{gloss|suffer the consequences of something}},er,pay,139642,payer,1313,165
er,peer,something,"# somebody who is, or something that is, at a level equal (to that of something else).",er,piren,55,peer,35430,165
er,picker,something,# {{lb|en|computing|graphical user interface}} any [[user interface]] [[control]] that [[select]]s something.,er,pick,62428,picker,1211,165
er,misuser,something,# a person who [[misuse]]s something.,er,misuse,4371,misuser,5,165
er,fucker,something,# {{lb|fr|quebec|vulgar}} to [[do]] something with [[difficulty]],er,fuck,5813,fucker,190,165
er,locater,something,# something which serves to [[locate]],er,locate,15137,locater,26,165
er,flinger,something,# one who [[fling]]s or hurls something.,er,fling,1912,flinger,25,165
er,layer,something,# {{lb|en|ambitransitive}} to [[cut]] or [[divide]] (something) into layers,er,leyer,19,layer,48770,165
er,lifter,something,# someone or something that [[lift]]s or [[assist]]s in lifting.,er,lift,33199,lifter,1042,165
er,rainer,something,"# {{lb|en|rare}} that which [[rain]]s, or dispenses something in a shower.",er,rain,59498,rainer,3576,165
er,lapper,something,# (''in combination'') something (especially a race) that is a stated number of [[lap]]s e.g. ''a 25-lapper'',er,lap,41079,lapper,79,165
er,looker,something,# {{lb|en|slang}} someone or something who is remarkably [[good-looking]].,er,look,121689,looker,348,165
er,pounder,something,"# a vessel in which something is [[pounded]], or something used in [[pounding]]",er,pound,22786,pounder,9198,165
er,poisoner,something,# a person who [[poison]]s something or someone.,er,poison,15952,poisoner,270,165
er,funker,something,"# one who [[funk]]s, or backs out of something due to [[cowardice]].",er,funk,18822,funker,56,165
er,keeper,something,# one who [[keep]]s something.,er,keep,148365,keeper,19231,165
er,forwarder,something,"# one who, or that which, [[forward]]s something to another [[destination]].",er,forward,142237,forwarder,190,165
ness,endianness,property,# {{lb|en|computing}} the property of a computer of being either [[big-endian]] or [[little-endian]].,ness,endian,514,endianness,124,132
ness,spuriousness,property,# the property of being [[spurious]].,ness,spurious,2179,spuriousness,20,132
ness,starchiness,property,# the property of being [[starchy]].,ness,starchy,466,starchiness,6,132
ness,sprightliness,property,# the property of being [[sprightly]].,ness,sprightly,396,sprightliness,23,132
ness,brittleness,property,# the property by virtue of which a material is fractured without appreciable [[deformation]] by the application of load.,ness,brittle,3635,brittleness,225,132
ness,nearsightedness,property,"# the property of being [[nearsighted]], [[myopia]].",ness,nearsighted,133,nearsightedness,81,132
ness,deadness,property,"# the state of not being [[alive]]. having the property of [[lifelessness]], as if [[dead]].",ness,dead,162235,deadness,36,132
ness,deliberateness,property,# the state or property of being [[deliberate]],ness,deliberate,10518,deliberateness,14,132
ness,easiness,property,##*: [[custom|custom]]e [[has|hath]] made it in him a [[property|propertie]] of [[easiness|easines]].,ness,easy,68622,easiness,118,132
ness,emotionlessness,property,# the property of being [[emotionless]].,ness,emotionless,449,emotionlessness,8,132
ness,staunchness,property,# property of being [[staunch]].,ness,staunch,5926,staunchness,12,132
ness,horribleness,property,# the property of being [[horrible]].,ness,horrible,5987,horribleness,10,132
ness,fourness,property,# the property of being [[four]] in number.,ness,four,1120855,fourness,6,132
ness,giftedness,property,# the property of being [[gifted]].,ness,gifted,15937,giftedness,537,132
ness,handedness,property,"# {{lb|en|chemistry|physics}} the [[property]] that distinguishes an [[asymmetric]] [[object]] from its [[mirror]] [[image]]. for example, the essential difference between a left and right glove.",ness,handed,64123,handedness,824,132
ness,haughtiness,property,"# the state or property of being [[haughty]]; [[arrogance]], [[snobbery]].",ness,haughty,862,haughtiness,115,132
ness,hopefulness,property,# the property of being [[hopeful]].,ness,hopeful,3721,hopefulness,107,132
ness,filthiness,property,# the property of being [[filthy]],ness,filthy,2294,filthiness,42,132
ness,creditworthiness,property,# the property of being [[creditworthy]].,ness,creditworthy,57,creditworthiness,218,132
ness,counterintuitiveness,property,# the property of being [[counterintuitive]].,ness,counterintuitive,419,counterintuitiveness,10,132
ness,abrasiveness,property,"# the property, quality or instance of being [[abrasive]].",ness,abrasive,2625,abrasiveness,68,132
ness,abstruseness,property,# the property of being [[abstruse]]; [[abstrusity]]. {{defdate|first attested in the mid 17<sup>th</sup> century.}}<ref name=soed>{{r:soed5|page=10}}</ref>,ness,abstruse,208,abstruseness,7,132
ness,spookiness,property,# the property of being [[spooky]].,ness,spooky,1988,spookiness,29,132
ness,sportiness,property,# the property of being [[sporty]].,ness,sporty,1393,sportiness,43,132
ness,unbiasedness,property,# the property of being [[unbiased]]; [[impartiality]]; lack of [[bias]].,ness,unbiased,2050,unbiasedness,34,132
ness,sponginess,property,# the property of being [[spongy]].,ness,spongy,651,sponginess,8,132
ness,barrenness,property,# the property of being [[barren]]; the property of not supporting life.,ness,barren,5590,barrenness,129,132
ness,tautness,property,# the property of being [[taut]].,ness,taut,1283,tautness,38,132
ness,thriftiness,property,# the property of being [[thrifty]].,ness,thrifty,681,thriftiness,50,132
ness,ticklishness,property,# the property of being [[ticklish]].,ness,ticklish,111,ticklishness,6,132
ness,timelessness,property,# the property of being [[timeless]].,ness,timeless,4007,timelessness,274,132
ness,timidness,property,# the property of being [[timid]]; [[shyness]].,ness,timid,1974,timidness,17,132
ness,timorousness,property,# the property of being [[timorous]].,ness,timorous,70,timorousness,6,132
ness,tirelessness,property,# the property of being [[tireless]].,ness,tireless,2042,tirelessness,16,132
ness,trashiness,property,# the property of being [[trashy]].,ness,trashy,450,trashiness,10,132
ness,truthiness,property,"# {{lb|en|computing|programming}} the property of being [[truthy]], i.e. evaluating to true in a [[boolean]] context.",ness,truthy,11,truthiness,117,132
ness,ubiquitousness,property,# the state or property of being [[ubiquitous]].,ness,ubiquitous,5186,ubiquitousness,21,132
ness,randomness,property,# the property of all [[possible]] [[outcome]]s being [[equally]] [[likely]].,ness,random,40027,randomness,1455,132
ness,spiritedness,property,"# the property of being [[spirited]], of having [[spirit]].",ness,spirited,5393,spiritedness,67,132
ness,stickiness,property,# the property of [[sticking]] or [[adhering]]; [[adhesion]],ness,sticky,5482,stickiness,189,132
ness,singlemindedness,property,# the state or property of being [[singleminded]].,ness,singleminded,23,singlemindedness,7,132
ness,stealthiness,property,# the property of being [[stealthy]].,ness,stealthy,606,stealthiness,20,132
ness,statelessness,property,# the property of being [[stateless]].,ness,stateless,1634,statelessness,196,132
ness,sketchiness,property,# the property of being [[sketchy]].,ness,sketchy,962,sketchiness,15,132
ness,skittishness,property,# the property of being [[skittish]].,ness,skittish,249,skittishness,11,132
ness,sleeplessness,property,# the property of being [[sleepless]].,ness,sleepless,1008,sleeplessness,150,132
ness,sliminess,property,# the property of being [[slimy]].,ness,slimy,790,sliminess,11,132
ness,sluggishness,property,"# the property of being [[sluggish]], unable or unwilling to act quickly.",ness,sluggish,1697,sluggishness,97,132
ness,spiciness,property,# the property of being [[spicy]].,ness,spicy,3453,spiciness,141,132
ness,acquisitiveness,property,# the quality of being [[acquisitive]]; [[propensity]] to [[acquire]] [[property]]; [[desire]] of [[possession]].,ness,acquisitive,193,acquisitiveness,40,132
ness,inattentiveness,property,# the property of being [[inattentive]].,ness,inattentive,305,inattentiveness,76,132
ness,bashfulness,property,# the quality or property of being [[bashful]]; [[shyness]]; [[reserve]]; [[timidity]].,ness,bashful,280,bashfulness,41,132
ness,litigiousness,property,"# property of being [[litigious]], of tending to resort to legal means such as sorts.",ness,litigious,221,litigiousness,34,132
ness,morbidness,property,# the property of being [[morbid]].,ness,morbid,1930,morbidness,10,132
ness,motionlessness,property,# the property of being [[motionless]],ness,motionless,1524,motionlessness,19,132
ness,lowliness,property,# the property of being [[lowly]].,ness,lowly,2333,lowliness,26,132
ness,offhandedness,property,# the property of being [[offhand]],ness,offhanded,29,offhandedness,7,132
ness,lovesickness,property,# [[quality|quality]] or [[property]] of being [[lovesick]].,ness,lovesick,450,lovesickness,60,132
ness,lopsidedness,property,# the state or property of being [[lopsided]].,ness,lopsided,1350,lopsidedness,10,132
ness,inclusiveness,property,# the property of being [[inclusive]].,ness,inclusive,9618,inclusiveness,549,132
ness,jazziness,property,"# the state, quality or property of being [[jazzy]].",ness,jazzy,2051,jazziness,7,132
ness,heinousness,property,# the property of being [[heinous]].,ness,heinous,959,heinousness,23,132
ness,waterproofness,property,# the property of being [[waterproof]].,ness,waterproof,2280,waterproofness,11,132
ness,literariness,property,"# the property of being [[literary]], either being a work of [[literature]] or knowledgable of literature.",ness,literary,108949,literariness,34,132
ness,bookishness,property,# the property of being [[bookish]].,ness,bookish,388,bookishness,16,132
ness,literalness,property,# the property of being [[literal]].,ness,literal,9540,literalness,38,132
ness,lightheartedness,property,"# {{lb|en|uncountable}} the property of being [[lighthearted]], [[joyous]], [[cheerful]], without a [[care]].",ness,lighthearted,1343,lightheartedness,49,132
ness,lifelessness,property,"# the property of being [[lifeless]], the lack of apparent animation.",ness,lifeless,1664,lifelessness,33,132
ness,licitness,property,"# the property of being [[licit]], [[legalness]], [[appropriateness]].",ness,licit,539,licitness,10,132
ness,lewdness,property,# the property of being [[lewd]].,ness,lewd,1129,lewdness,168,132
ness,levelness,property,# the property of being [[level]].,ness,level,490673,levelness,13,132
ness,lengthiness,property,"# the property of being [[lengthy]], [[longness]].",ness,lengthy,19208,lengthiness,11,132
ness,lecherousness,property,# the property of being [[lecherous]].,ness,lecherous,474,lecherousness,7,132
ness,leanness,property,"# the property of being [[lean]], without excess or fat.",ness,lean,9647,leanness,49,132
ness,laxness,property,"# the property of being [[lax]], lacking [[strictness]].",ness,lax,4029,laxness,192,132
ness,moodiness,property,# the property of being [[moody]].,ness,moody,12060,moodiness,99,132
ness,moistness,property,# the property of being [[moist]].,ness,moist,20548,moistness,34,132
ness,modernness,property,# the property of being [[modern]],ness,modern,391577,modernness,8,132
ness,mistiness,property,# the property of being [[misty]].,ness,misty,3391,mistiness,9,132
ness,boundlessness,property,"# the property of being [[boundless]], of being without limits or ends.",ness,boundless,956,boundlessness,18,132
ness,unselfconsciousness,property,# the property of being [[unselfconscious]].,ness,unselfconscious,61,unselfconsciousness,6,132
ness,carefreeness,property,"# the property of being [[lighthearted]], [[joyous]], [[cheerful]], without a [[care]].",ness,carefree,1906,carefreeness,11,132
ness,cleanliness,property,"# the property of being [[cleanly]], or [[habitually]] [[clean]]; good [[hygiene]]",ness,cleanly,1163,cleanliness,1942,132
ness,cloudiness,property,"# the property of being [[murky]] (e.g. liquid, style).",ness,cloudy,3358,cloudiness,287,132
ness,coarseness,property,"# the property of being [[coarse]], roughness or primitiveness, unrefined or unpolished.",ness,coarse,6436,coarseness,200,132
ness,cocompactness,property,# the property of being [[cocompact]].,ness,cocompact,53,cocompactness,8,132
ness,conciseness,property,"# the property of being [[concise]], [[succinctness]].",ness,concise,3253,conciseness,151,132
ness,huskiness,property,# the property of being [[husky]].,ness,husky,2649,huskiness,16,132
ness,immenseness,property,# the property of being [[immense]].,ness,immense,11863,immenseness,6,132
ness,inarticulateness,property,"# the property of being [[inarticulate]], of lacking [[articulateness]].",ness,inarticulate,264,inarticulateness,6,132
ness,luckiness,property,# the property of being [[lucky]]; [[good luck]].,ness,lucky,21855,luckiness,12,132
ness,lucrativeness,property,# the property of being [[lucrative]].,ness,lucrative,8445,lucrativeness,10,132
ness,lukewarmness,property,"# the property of being [[lukewarm]]; [[ambivalence]], [[weakness]].",ness,lukewarm,2243,lukewarmness,22,132
ness,lumpiness,property,# the property of being [[lumpy]].,ness,lumpy,791,lumpiness,19,132
ness,luxuriousness,property,"# the state or property of being [[luxurious]], of being expensive or indulgently pleasant.",ness,luxurious,5932,luxuriousness,24,132
ness,memorylessness,property,# {{lb|en|probability theory}} the property of being [[memoryless]].,ness,memoryless,78,memorylessness,14,132
ness,mercilessness,property,# the property of being [[merciless]].,ness,merciless,1284,mercilessness,19,132
ness,mightiness,property,# the property of being [[mighty]].,ness,mighty,15016,mightiness,20,132
ness,mindlessness,property,# the property of being [[mindless]].,ness,mindless,1614,mindlessness,33,132
ness,miserliness,property,# the property of being [[miserly]].,ness,miserly,377,miserliness,68,132
ness,systemness,property,# the essential [[attribute]]s that constitute a [[system]]; the property of being [[interconnected]] so as to operate in way that goes beyond the operation of the component parts.,ness,system,834634,systemness,20,132
ness,lawfulness,property,"# property of being [[lawful]], of obeying the law.",ness,lawful,5312,lawfulness,236,132
ness,showiness,property,# the property of being [[showy]].,ness,showy,1549,showiness,34,132
ness,ruthlessness,property,# the property of being [[ruthless]].,ness,ruthless,6518,ruthlessness,722,132
ness,sensibleness,property,# the property of being [[sensible]].,ness,sensible,3858,sensibleness,6,132
ness,silkiness,property,# the property of being [[silky]].,ness,silky,2376,silkiness,8,132
ness,separatedness,property,# the property of being [[separated]].,ness,separated,73289,separatedness,5,132
ness,shabbiness,property,# the property of being [[shabby]].,ness,shabby,897,shabbiness,25,132
ness,shallowness,property,# the property of being [[shallow]],ness,shallow,28156,shallowness,340,132
ness,seediness,property,# the property of being [[seedy]] (unkempt).,ness,seedy,1027,seediness,18,132
ness,seductiveness,property,# the property of being [[seductive]].,ness,seductive,2089,seductiveness,59,132
ness,rareness,property,# the property of being [[rare]]; [[rarity]],ness,rare,97254,rareness,48,132
ness,simpleness,property,# the property of being [[simple]].,ness,simple,116184,simpleness,21,132
ness,rawness,property,# the property of being [[raw]].,ness,raw,43226,rawness,264,132
ness,largeness,property,# the property of being physically [[large]].,ness,large,716877,largeness,101,132
ness,roguishness,property,# the property of being or appearing [[roguish]].,ness,roguish,204,roguishness,5,132
